time,forward_velocity,right_velocity,down_velocity,forward_position,right_position,down_position,horizontal_distance,3d_displacement,path_distance
1.97,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.98,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
1.99,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.0,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.01,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.02,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.03,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.04,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.05,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.06,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.07,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.08,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.09,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.1,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.11,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.12,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.13,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.14,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.15,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.16,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
2.17,0.0,0.0,0.0,0.04764693123455995,0.20721003523379677,0.24553641124840417,0.21261756455585268,0.32479895013131993,0.4087691305389626
