time,forward_acceleration,right_acceleration,down_acceleration,stationary,forward_velocity,right_velocity,down_velocity,velocity_magnitude
2.04,0.0201834668002237,-0.09774774521356645,0.07843424521511047,True,0.0,0.0,0.0,0.0
2.05,0.02576731375977471,-0.09398835392293048,0.08346109029632838,True,0.0,0.0,0.0,0.0
2.06,0.030681099084179597,-0.09068008958717082,0.08562603641474187,True,0.0,0.0,0.0,0.0
2.07,0.03282600712786125,-0.08776881697170232,0.08753118899894574,True,0.0,0.0,0.0,0.0
2.08,0.0347135262063011,-0.08520689707009003,0.08920772327304514,True,0.0,0.0,0.0,0.0
2.09,0.03637454299532818,-0.08292035862803249,0.09068307343425262,True,0.0,0.0,0.0,0.0
2.1,0.03675815896749907,-0.07854617096747282,0.08501850602494992,True,0.0,0.0,0.0,0.0
2.11,0.030358594860362107,-0.07705891965772933,0.07151312510206793,True,0.0,0.0,0.0,0.0
2.12,0.016367884271087693,-0.07726671985243005,0.0681489514926274,True,0.0,0.0,0.0,0.0
2.13,0.010688280904716522,-0.07593300267649171,0.07198462033972551,True,0.0,0.0,0.0,0.0
2.14,0.006090648021441892,-0.08047385202762229,0.06405301254596407,True,0.0,0.0,0.0,0.0
2.15,0.0016443130050282175,-0.0844697994566172,0.06838019406666178,True,0.0,0.0,0.0,0.0
2.16,-0.0022684618094158163,-0.084819864882925,0.07968540701011431,True,0.0,0.0,0.0,0.0
2.17,-0.0053112855669945665,-0.08182813520764579,0.08213670119511399,True,0.0,0.0,0.0,0.0
2.18,-0.006063673281071182,-0.07985803543280527,0.07455512877236664,True,0.0,0.0,0.0,0.0
2.19,-0.006725774469458604,-0.07812434763094561,0.07877141250077996,True,0.0,0.0,0.0,0.0
2.2,-0.0018312560461708795,-0.07453415646323512,0.08248174218178367,True,0.0,0.0,0.0,0.0
2.21,0.00484214912646637,-0.07137478823564988,0.08574683230106694,True,0.0,0.0,0.0,0.0
2.22,0.01071474567838715,-0.06859454419537488,0.08862011160603622,True,0.0,0.0,0.0,0.0
2.23,0.01717262382726842,-0.06614792943993286,0.0911485973944092,True,0.0,0.0,0.0,0.0
2.24,0.022855556598283935,-0.0639949084551439,0.08770544718823002,True,0.0,0.0,0.0,0.0
2.25,0.026566544253586608,-0.06230883353852973,0.08467547500679234,True,0.0,0.0,0.0,0.0
2.26,0.03591372221327791,-0.06082508761190926,0.08200909948712719,True,0.0,0.0,0.0,0.0
2.27,0.04413923881780626,-0.059519391196483244,0.07966268902982185,True,0.0,0.0,0.0,0.0
2.28,0.04428800124157476,-0.05050036417397099,0.07822461781027625,True,0.0,0.0,0.0,0.0
2.29,0.044418912174491045,-0.04256362039416021,0.08308263798297637,True,0.0,0.0,0.0,0.0
2.3,0.044534113795457374,-0.03557928586792672,0.08735769573495247,True,0.0,0.0,0.0,0.0
